index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
5777,wwii submarine wreckage found bringing closure to camarillo woman who lost uncle,wwii submarine wreckage found bringing closure camarillo woman lost uncle,-80.29,39,12,3.25
5799,iowa state football notebook precision detail lack for stretches in cyclones loss,iowa state football notebook precision detail lack stretches cyclones loss,-80.29,39,12,3.25
5830,special helmet daniel amigos add up to meaningful texas weekend for suarez,special helmet daniel amigos add meaningful texas weekend suarez,-80.29,39,12,3.25
5856,pac suspends referee after egregious mistake during washington state vs cal game,pac suspends referee egregious mistake washington state vs cal game,-80.29,39,12,3.25
5992,a texas substitute teacher was fired and arrested for allegedly assaulting student,texas substitute teacher fired arrested for allegedly assaulting student,-80.29,39,12,3.25
6129,eintracht frankfurt captain floors freiburg coach as bundesliga clash descends into madness,eintracht frankfurt captain floors freiburg coach bundesliga clash descends into madness,-80.29,39,12,3.25
6161,brighton teen making remarkable recovery after being hit by alleged impaired driver,brighton teen making remarkable recovery after hit alleged impaired driver,-80.29,39,12,3.25
6168,dolphins escape indianapolis with victory over colts miami wins second straight game,dolphins escape indianapolis victory colts miami wins second straight game,-80.29,39,12,3.25
6223,update dozen dead fishermen missing after cyclone bulbul lashes bangladesh and india,update dozen dead fishermen missing cyclone bulbul lashes bangladesh india,-80.29,39,12,3.25
6265,the last time kentucky fought over gubernatorial election the governor got killed,last time kentucky fought gubernatorial election the governor got killed,-80.29,39,12,3.25
6293,bankrupt philly refinery gets interest from potential bidders aims for january auction,bankrupt philly refinery gets interest potential bidders aims january auction,-80.29,39,12,3.25
6326,video shows police handcuffing woman for selling churros inside brooklyn subway station,video shows police handcuffing woman selling churros inside brooklyn subway station,-80.29,39,12,3.25
6697,university of michigan sees drop in sexual misconduct reports in metoo aftermath,university of michigan sees drop sexual misconduct reports metoo aftermath,-80.29,39,12,3.25
6794,haar drive in movie theater may soon cease operations property for sale,haar drive movie theater may soon cease operations property sale,-80.29,39,12,3.25
7189,with greg schiano return to rutgers likely here are unanswered questions politi,greg schiano return rutgers likely unanswered questions politi,-80.29,39,12,3.25
7235,sen jill carter to make special announcement about congressional run next week,sen jill carter make special announcement congressional run next week,-80.29,39,12,3.25
7482,huckabee kelly trying to undermine trump is insulting arrogant and constitutionally wrong,huckabee kelly trying to undermine trump insulting arrogant constitutionally wrong,-80.29,39,12,3.25
7532,al jazeera job transfer order violated bipolar producer civil rights suit claims,al jazeera job transfer order violated bipolar producer civil rights suit claims,-80.29,39,12,3.25
7711,on this veterans day reminder for little positive reinforcement at newport ceremony,veterans day reminder little positive reinforcement newport ceremony,-80.29,39,12,3.25
7956,traffic moving again on manchester road in maplewood following water main break,traffic moving manchester road maplewood following water main break,-80.29,39,12,3.25
8035,hughes views state playoffs offer opportunity for great matchups renewal of rivalries,hughes views state playoffs offer opportunity great matchups renewal rivalries,-80.29,39,12,3.25
8048,death stranding hideo kojima wins guinness world record for social media following,death stranding hideo kojima wins guinness world record social media following,-80.29,39,12,3.25
8644,monumental marathon sees record number of runners in near record low temperatures,monumental marathon sees record number runners near record low temperatures,-80.29,39,12,3.25
8648,coast guard searches for missing boaters capsized vessel found at haulover inlet,coast guard searches missing boaters capsized vessel found haulover inlet,-80.29,39,12,3.25
9399,police arrest second suspect in deadly oct shooting near shippensburg university campus,police arrest second suspect deadly oct shooting near shippensburg university campus,-80.29,39,12,3.25
9424,marijuana use is rising among young adults especially college students study shows,marijuana use rising among young adults especially college students study shows,-80.29,39,12,3.25
9592,william mary football player who donated bone marrow meets recipient years later,william mary football player donated bone marrow meets recipient years later,-80.29,39,12,3.25
9641,nypd investigating brooklyn egg attacks as potential anti semitic hate crimes police,nypd investigating brooklyn egg attacks as potential anti semitic hate crimes police,-80.29,39,12,3.25
9754,mother continues to worry after her daughter disappeared nearly one week ago,mother continues worry daughter disappeared nearly one week ago,-80.29,39,12,3.25
9981,graeter offering free sundaes to veterans active duty military on veterans day,graeter offering free sundaes veterans active duty military veterans day,-80.29,39,12,3.25
10238,machine shed fire destroys equipment needed to finish boone county farmer harvest,machine shed fire destroys equipment needed finish boone county farmer harvest,-80.29,39,12,3.25
10252,ben roethlisberger thinks mason rudolph is doing awesome as the steelers quarterback,ben roethlisberger thinks mason rudolph awesome as steelers quarterback,-80.29,39,12,3.25
10581,feds recorded calls of close confidant of house speaker michael madigan sources,feds recorded calls close confidant house speaker michael madigan sources,-80.29,39,12,3.25
10909,supreme court hears arguments on daca conservative justices appear to back trump,supreme court hears arguments daca conservative justices appear back trump,-80.29,39,12,3.25
11000,tony la russa leaving red sox organization to become angels senior advisor,tony la russa leaving red sox organization become angels senior advisor,-80.29,39,12,3.25
11001,police release video of suspects in burglary of american dream ceo home,police release video suspects burglary american dream ceo home,-80.29,39,12,3.25
11061,selena gomez and julia michaels share kiss before getting matching arrow tattoos,selena gomez julia michaels share kiss getting matching arrow tattoos,-80.29,39,12,3.25
11875,delia garza leaving austin city council likely to enter county attorney race,delia garza leaving austin city council likely enter county attorney race,-80.29,39,12,3.25
11936,inter miami soccer team could remain in fort lauderdale longer than expected,inter miami soccer team could remain fort lauderdale longer expected,-80.29,39,12,3.25
12298,strong gas odor continues to linger in delaware county after separate incidents,strong gas odor continues linger delaware county separate incidents,-80.29,39,12,3.25
12408,rutherford county commission to vote on million lease for smyrna airport buildings,rutherford county commission vote million lease smyrna airport buildings,-80.29,39,12,3.25
13139, moving day jacksonville gives voice to families living with parkinson disease,moving day jacksonville gives voice families living parkinson disease,-80.29,39,12,3.25
13229,council weighs possibility of exclusive trash hauler yard waste disposal in cornwall,council weighs possibility exclusive trash hauler yard waste disposal cornwall,-80.29,39,12,3.25
13469,time banking new service that uses volunteer hours as currency gaining popularity,time banking new service uses volunteer hours currency gaining popularity,-80.29,39,12,3.25
13526,replay here what michigan state mark dantonio said heading into michigan week,replay michigan state mark dantonio said heading michigan week,-80.29,39,12,3.25
13700,as winter arrives socks becoming an essential need for city homeless population,winter arrives socks becoming essential need city homeless population,-80.29,39,12,3.25
13891,drake university des moines schools plan to build million football soccer stadium,drake university des moines schools plan build million football soccer stadium,-80.29,39,12,3.25
13922,networks to air impeachment hearings bumping your favorite morning and daytime shows,networks air impeachment hearings bumping favorite morning daytime shows,-80.29,39,12,3.25
14017,attorney man paralyzed in violent assault outside mcdonald may never walk again,attorney man paralyzed violent assault outside mcdonald may never walk,-80.29,39,12,3.25
14119,solar rep and buncombe planning board member parker sloan announces commissioner bid,solar rep and buncombe planning board member parker sloan announces commissioner bid,-80.29,39,12,3.25
14624, dream come true nonprofit makes hunting possible for people with disabilities,dream come true nonprofit makes hunting possible people disabilities,-80.29,39,12,3.25
14680,police charged after fight at south carolina high school hospitalizes pregnant teen,police charged fight at south carolina high school hospitalizes pregnant teen,-80.29,39,12,3.25
14761,michigan state looks to solve fourth quarter issues ahead of michigan game,michigan state looks solve fourth quarter issues ahead michigan game,-80.29,39,12,3.25
14821, million building permit pulled for amazon linked warehouse project in raleigh,million building permit pulled amazon linked warehouse project raleigh,-80.29,39,12,3.25
14939,nypd has removed illegal database of juvenile fingerprints legal aid attorneys say,nypd removed illegal database juvenile fingerprints legal aid attorneys say,-80.29,39,12,3.25
15281,loveland church colorado state university to host transgender day of remembrance events,loveland church colorado state university host transgender day remembrance events,-80.29,39,12,3.25
15578,your guide to the most popular spots in virginia beach kempsville neighborhood,guide popular spots virginia beach kempsville neighborhood,-80.29,39,12,3.25
15739,cinema arts festival marriage story inspired by director noah baumbach real life,cinema arts festival marriage story inspired director noah baumbach real life,-80.29,39,12,3.25
15858,florida union recruits brevard educators for largest teacher rally in state history,florida union recruits brevard educators largest teacher rally state history,-80.29,39,12,3.25
15875,stromboli vs calzone what the real difference between these italian favorites ,stromboli vs calzone real difference italian favorites,-80.29,39,12,3.25
15892,george kent top state department ukraine expert helps democrats debunk gop theories,george kent top state department ukraine expert helps democrats debunk gop theories,-80.29,39,12,3.25
15945,pg deliberate blackouts are being probed by state regulators amid wildfire fears,pg deliberate blackouts probed state regulators amid wildfire fears,-80.29,39,12,3.25
16184,k for warriors receives veterans day donation from orange park auto dealer,k warriors receives veterans day donation orange park auto dealer,-80.29,39,12,3.25
16355,seattle children hospital to close main operating rooms wednesday amid mold problem,seattle children hospital close main operating rooms wednesday amid mold problem,-80.29,39,12,3.25
16387,sears is laying off hundreds of corporate employees after announcing store closings,sears is laying hundreds corporate employees announcing store closings,-80.29,39,12,3.25
16476,impeachment witness drug deal referred to trump abusing office for political gain,impeachment witness drug deal referred trump abusing office political gain,-80.29,39,12,3.25
16478,why the college football playoff selection committee can make case for alabama,college football playoff selection committee make case alabama,-80.29,39,12,3.25
16583,judge dismisses catholic mom lawsuit vs trump administration over miracle hill program,judge dismisses catholic mom lawsuit vs trump administration miracle hill program,-80.29,39,12,3.25
16737,eblen charities bill murdock returns unca degree amid concern over criminal history,eblen charities bill murdock returns unca degree amid concern criminal history,-80.29,39,12,3.25
17244, ok boomer disagreements left behind at intergenerational meeting in st paul,ok boomer disagreements left behind intergenerational meeting st paul,-80.29,39,12,3.25
17417,uber and mayor lightfoot battle over raising ride hailing fees and congestion,uber mayor lightfoot battle raising ride hailing fees congestion,-80.29,39,12,3.25
17736,judge andrew napolitano day one of impeachment hearings didn change anyone minds,judge andrew napolitano day one impeachment hearings change anyone minds,-80.29,39,12,3.25
18207,grenade safely removed from behind store in fairfield police looking for suspect,grenade safely removed behind store in fairfield police looking suspect,-80.29,39,12,3.25
18639,vikings place center brett jones on injured reserve promote tackle aviante collins,vikings place center brett jones injured reserve promote tackle aviante collins,-80.29,39,12,3.25
18707,gardner minshew disappointed with losing starter role but grateful for the experience,gardner minshew disappointed losing starter role grateful experience,-80.29,39,12,3.25
18748,police report reveals new details on naperville buffalo wild wings racist incident,police report reveals new details naperville buffalo wild wings racist incident,-80.29,39,12,3.25
18822,florida education news first amendment rights flu shots and another superintendent struggles,florida education news first amendment rights flu shots and another superintendent struggles,-80.29,39,12,3.25
18847,officials say driver has minor injuries after driving through house in smithville,officials say driver has minor injuries driving house smithville,-80.29,39,12,3.25
18881,royal caribbean oasis of the seas nears florida debut of million facelift,royal caribbean oasis seas nears florida debut million facelift,-80.29,39,12,3.25
18957,nikki haley rudy giuliani should ve been named special envoy to ukraine,nikki haley rudy giuliani should ve named special envoy ukraine,-80.29,39,12,3.25
19300,lawyer says trump budget official will testify in impeachment inquiry if subpoenaed,lawyer says trump budget official testify impeachment inquiry subpoenaed,-80.29,39,12,3.25
19302,iowa attorney general stands up for cigarettes after winning big tobacco lawsuit,iowa attorney general stands cigarettes winning big tobacco lawsuit,-80.29,39,12,3.25
19463,impeachment hearing tv audience less than for kavanaugh or comey nielsen data,impeachment hearing tv audience less kavanaugh comey nielsen data,-80.29,39,12,3.25
19581,nevada commission threatens matchroom promoter license over chavez jr skipped drug test,nevada commission threatens matchroom promoter license chavez jr skipped drug test,-80.29,39,12,3.25
19846,it too cold inside dauphin county prison inmates say but officials disagree,it too cold inside dauphin county prison inmates say officials disagree,-80.29,39,12,3.25
19881,georgia parents unable to find out vaccination rates in their children schools,georgia parents unable find vaccination rates children schools,-80.29,39,12,3.25
20162,southbound lanes reopen after semi crash causes big backups during morning commute,southbound lanes reopen semi crash causes big backups morning commute,-80.29,39,12,3.25
20205,reagan high school math teacher wins big award from national science foundation,reagan high school math teacher wins big award national science foundation,-80.29,39,12,3.25
20303,more public dollars must go to affordable housing not megadevelopment aldermen say,public dollars must go affordable housing megadevelopment aldermen say,-80.29,39,12,3.25
20557,the lines at angelo pizzeria are insane after barstool sports rave review,lines angelo pizzeria insane barstool sports rave review,-80.29,39,12,3.25
20955,concord man arrested in connection with fatal shooting at petaluma factory outlets,concord man arrested connection fatal shooting petaluma factory outlets,-80.29,39,12,3.25
21638,downtown phoenix restaurant fires employee who wrote racial slur on order ticket,downtown phoenix restaurant fires employee wrote racial slur order ticket,-80.29,39,12,3.25
21717,inver grove heights city administrator gets raise mayor says suspension factored in,inver grove heights city administrator gets raise mayor says suspension factored,-80.29,39,12,3.25
21894, national tragedy surveillance staffing under review after deaths at va hospital,national tragedy surveillance staffing review deaths va hospital,-80.29,39,12,3.25
22146,u flexible on military exercises with south korea as north demands cancellation,u flexible military exercises south korea as north demands cancellation,-80.29,39,12,3.25
22236,wilde lake football advances to state quarterfinals with win over manchester valley,wilde lake football advances state quarterfinals win manchester valley,-80.29,39,12,3.25
22290,elena ferrante neapolitan novels are the best book series of the decade,elena ferrante neapolitan novels best book series decade,-80.29,39,12,3.25
542,concert review costello reaches deep into songbook for st augustine show,concert review costello reaches deep songbook st augustine show,-81.2,36,11,3.272727272727273
566,watch ucf teammates nate evans kenny turnier get into heated altercation,watch ucf teammates nate evans kenny turnier get into heated altercation,-81.2,36,11,3.272727272727273
706,more than pounds of ground beef recalled for possible plastic contamination,more pounds ground beef recalled possible plastic contamination,-81.2,36,11,3.272727272727273
809,gordon hayward injury celtics forward collides with lamarcus aldridge leaves game,gordon hayward injury celtics forward collides lamarcus aldridge leaves game,-81.2,36,11,3.272727272727273
1561,ukrainian forces russian backed separatists begin pullback in war torn donbass,ukrainian forces russian backed separatists begin pullback war torn donbass,-81.2,36,11,3.272727272727273
1714,second day of quake swarm rattles ventura with estimated earthquake events,second day quake swarm rattles ventura estimated earthquake events,-81.2,36,11,3.272727272727273
2089,opinion lsu backed orgeron confidence prove tigers are better than tide,opinion lsu backed orgeron confidence prove tigers better tide,-81.2,36,11,3.272727272727273
2496,after two indianapolis postponements country band alabama makes plans for show,two indianapolis postponements country band alabama makes plans show,-81.2,36,11,3.272727272727273
2654,everything memphis tigers coach penny hardaway said about james wiseman ncaa,everything memphis tigers coach penny hardaway said james wiseman ncaa,-81.2,36,11,3.272727272727273
2695,this creepy louisville hospital is one of america most terrifying places,this creepy louisville hospital one america terrifying places,-81.2,36,11,3.272727272727273
2793,bellator results john salter earns unanimous nod over costello van steenis,bellator results john salter earns unanimous nod costello van steenis,-81.2,36,11,3.272727272727273
3187,nchsaa football playoff brackets unveiled where are area teams headed ,nchsaa football playoff brackets unveiled area teams headed,-81.2,36,11,3.272727272727273
3232,father of atatiana jefferson dies of heart attack family spokesperson says,father of atatiana jefferson dies heart attack family spokesperson says,-81.2,36,11,3.272727272727273
3251,ohio state maryland buckeyes score early often in another blowout victory,ohio state maryland buckeyes score early often another blowout victory,-81.2,36,11,3.272727272727273
3514,jim jordan assigned to intel committee ahead of trump impeachment hearings,jim jordan assigned intel committee ahead trump impeachment hearings,-81.2,36,11,3.272727272727273
3925,watch ucf teammates nate evans kenny turnier get into heated altercation,watch ucf teammates nate evans kenny turnier get heated altercation,-81.2,36,11,3.272727272727273
3982,annville cleona ready to take on wyomissing in district football semifinals,annville cleona ready take wyomissing district football semifinals,-81.2,36,11,3.272727272727273
3997,indiana high school football scores updates and highlights from sectional finals,indiana high school football scores updates highlights sectional finals,-81.2,36,11,3.272727272727273
4029,march of valor raises awareness for veterans military families in need,march valor raises awareness veterans military families need,-81.2,36,11,3.272727272727273
4091,do need to read olive kitteridge before reading olive again ,need read olive kitteridge reading olive,-81.2,36,11,3.272727272727273
4182,atlanta county atl board moves toward adopting sweeping regional transit plan,atlanta county atl board moves toward adopting sweeping regional transit plan,-81.2,36,11,3.272727272727273
4188,phoenix suns jared harper shines jalen lecque injured in league debut,phoenix suns jared harper shines jalen lecque injured league debut,-81.2,36,11,3.272727272727273
4264,federer faces early atp finals exit after thiem defeat djokovic cruises,federer faces early atp finals exit thiem defeat djokovic cruises,-81.2,36,11,3.272727272727273
4314,falcons credit raheem morris for more effective secondary play against saints,falcons credit raheem morris more effective secondary play saints,-81.2,36,11,3.272727272727273
4471,mysterious force beyond our universe may be pulling galaxies towards it,mysterious force beyond universe may pulling galaxies towards,-81.2,36,11,3.272727272727273
4566,paul every politician in washington is trying to manipulate ukraine ,paul every politician in washington trying manipulate ukraine,-81.2,36,11,3.272727272727273
4824,riverside man with elephant man condition sees improvements with face surgery,riverside man elephant man condition sees improvements face surgery,-81.2,36,11,3.272727272727273
4847, year old suffers life threatening injuries in multivehicle rollover crash,year old suffers life threatening injuries multivehicle rollover crash,-81.2,36,11,3.272727272727273
5304,eagles zach ertz can expect to see familiar coverage against patriots,eagles zach ertz expect to see familiar coverage patriots,-81.2,36,11,3.272727272727273
5324,kalamazoo loy norrix high school closed monday after social media threat,kalamazoo loy norrix high school closed monday social media threat,-81.2,36,11,3.272727272727273
5347,winter storm watch issued for several northeast ohio counties starting monday,winter storm watch issued several northeast ohio counties starting monday,-81.2,36,11,3.272727272727273
5438,envoy america uses ride share business model to keep seniors moving,envoy america uses ride share business model keep seniors moving,-81.2,36,11,3.272727272727273
5439, sesame street turns our favorite celebrity visitors to the neighborhood,sesame street turns favorite celebrity visitors neighborhood,-81.2,36,11,3.272727272727273
5628,cleanup efforts complete after major train car derailment in hempfield township,cleanup efforts complete major train car derailment hempfield township,-81.2,36,11,3.272727272727273
5800,christyn williams delivers all around performance to fuel stilted uconn offense,christyn williams delivers around performance fuel stilted uconn offense,-81.2,36,11,3.272727272727273
5939,taylor police investigating after year old woman found dead in garage,taylor police investigating year old woman found dead garage,-81.2,36,11,3.272727272727273
6123,unity in diversity is focus of next springfield speakers series presentation,unity diversity focus next springfield speakers series presentation,-81.2,36,11,3.272727272727273
6128,caribbeat shining community stars highlighted at the caribbean life impact awards,caribbeat shining community stars highlighted caribbean life impact awards,-81.2,36,11,3.272727272727273
6302,la times fesses up to misquoting buttigieg amid social media backlash,la times fesses misquoting buttigieg amid social media backlash,-81.2,36,11,3.272727272727273
6338,here are new metro phoenix restaurants for vegan and vegetarian food,new metro phoenix restaurants vegan and vegetarian food,-81.2,36,11,3.272727272727273
6487,del rio funeral oakwood city schools to release early for procession,del rio funeral oakwood city schools release early procession,-81.2,36,11,3.272727272727273
6561,diamondbacks prospect daulton varsho suffers injury in tournament with team usa,diamondbacks prospect daulton varsho suffers injury tournament team usa,-81.2,36,11,3.272727272727273
6658,nashville and middle tennessee school closures what delayed and closed tuesday,nashville middle tennessee school closures delayed and closed tuesday,-81.2,36,11,3.272727272727273
6663,heat justise winslow out for third consecutive game as injuries mount,heat justise winslow third consecutive game injuries mount,-81.2,36,11,3.272727272727273
6751,watch amari cooper makes insane toe tapping touchdown catch against vikings,watch amari cooper makes insane toe tapping touchdown catch vikings,-81.2,36,11,3.272727272727273
6892,cold weather of the country will experience freezing temperatures this week,cold weather of country experience freezing temperatures week,-81.2,36,11,3.272727272727273
7159,florida education news school volunteers tardiness and student pro life club,florida education news school volunteers tardiness student pro life club,-81.2,36,11,3.272727272727273
7305,natomas neighbors fear for safety as police continue search for shooter,natomas neighbors fear safety police continue search shooter,-81.2,36,11,3.272727272727273
7665,state rep mickey dollens week old daughter hospitalized with respiratory virus,state rep mickey dollens week old daughter hospitalized respiratory virus,-81.2,36,11,3.272727272727273
7675,virtual reality company magic leap announces fifth round of venture funding,virtual reality company magic leap announces fifth round venture funding,-81.2,36,11,3.272727272727273
7759,night shift firefighters battle gospers mountain fire in wollemi national park,night shift firefighters battle gospers mountain fire wollemi national park,-81.2,36,11,3.272727272727273
7980,hunter biden could be collateral damage as trump impeachment hearings begin,hunter biden could collateral damage trump impeachment hearings begin,-81.2,36,11,3.272727272727273
8043,former texas substitute teacher seen punching student now faces criminal charges,former texas substitute teacher seen punching student faces criminal charges,-81.2,36,11,3.272727272727273
8182,uxbridge burial site is put on underground railroad network to freedom,uxbridge burial site put underground railroad network freedom,-81.2,36,11,3.272727272727273
8238,bay area congressman swalwell trump ran extortion scheme on ukraine leader,bay area congressman swalwell trump ran extortion scheme ukraine leader,-81.2,36,11,3.272727272727273
8572,day of remembrance honor service across south florida for military veterans,day remembrance honor service across south florida military veterans,-81.2,36,11,3.272727272727273
8638,over veterans in orange county aren receiving benefits they qualify for,veterans orange county receiving benefits qualify,-81.2,36,11,3.272727272727273
8884,group inters unclaimed cremated remains of us veterans with military honors,group inters unclaimed cremated remains us veterans military honors,-81.2,36,11,3.272727272727273
8996,collierville police seek info after girl reports encounter with masked man,collierville police seek info girl reports encounter masked man,-81.2,36,11,3.272727272727273
9139,former teradata exec wsu trustee joins well known dayton area developer,former teradata exec wsu trustee joins well known dayton area developer,-81.2,36,11,3.272727272727273
9327,rahab ministries safe house continues to help survivors of sex trafficking,rahab ministries safe house continues help survivors sex trafficking,-81.2,36,11,3.272727272727273
9334,patriots have enjoyed nearly unparalleled success in games after bye week,patriots enjoyed nearly unparalleled success games bye week,-81.2,36,11,3.272727272727273
9471,your guide to veterans day celebrations around the metro this weekend,guide veterans day celebrations around metro weekend,-81.2,36,11,3.272727272727273
9662,firefighters battle bushfires north of sydney as catastrophic fires expected tuesday,firefighters battle bushfires north sydney catastrophic fires expected tuesday,-81.2,36,11,3.272727272727273
9768,boys soccer your homepage for lohud coverage of the section tournament,boys soccer homepage lohud coverage section tournament,-81.2,36,11,3.272727272727273
9773,rand paul teachers anger cost matt bevin the kentucky gubernatorial election,rand paul teachers anger cost matt bevin kentucky gubernatorial election,-81.2,36,11,3.272727272727273
9926,the first three cowboys offensive possessions against minnesota were very bad,first three cowboys offensive possessions minnesota bad,-81.2,36,11,3.272727272727273
9957,iowa state men basketball solomon young enjoys basketball reunion with mom,iowa state men basketball solomon young enjoys basketball reunion mom,-81.2,36,11,3.272727272727273
10087,man arrested after police say he destroyed headstones at galveston cemetery,man arrested police say destroyed headstones galveston cemetery,-81.2,36,11,3.272727272727273
10203,sheetz to close high point store because of performance security issues,sheetz to close high point store performance security issues,-81.2,36,11,3.272727272727273
10286,call logs contradict orinda police timeline of halloween party mass shooting,call logs contradict orinda police timeline halloween party mass shooting,-81.2,36,11,3.272727272727273
10309,osha fines carowinds parent company after worker injured on windseeker ride,osha fines carowinds parent company worker injured windseeker ride,-81.2,36,11,3.272727272727273
10324,waltham actress doubles her debut in quixote nuevo at huntington theatre,waltham actress doubles debut quixote nuevo huntington theatre,-81.2,36,11,3.272727272727273
10671,heyman brewers interested in yasmani grandal mike moustakas and starting pitching,heyman brewers interested yasmani grandal mike moustakas starting pitching,-81.2,36,11,3.272727272727273
10734,espn joe tessitore criticized for comments about ers kicker chase mclaughlin,espn joe tessitore criticized comments ers kicker chase mclaughlin,-81.2,36,11,3.272727272727273
10829,israel says overnight strike on gaza house killed islamic jihad commander,israel says overnight strike gaza house killed islamic jihad commander,-81.2,36,11,3.272727272727273
10972,texas vets for medical marijuana banned from austin veterans day parade,texas vets medical marijuana banned austin veterans day parade,-81.2,36,11,3.272727272727273
11327,development company finalizes plans to implode hard rock hotel construction site,development company finalizes plans implode hard rock hotel construction site,-81.2,36,11,3.272727272727273
11384,osha fines carowinds parent company after worker injured on windseeker ride,osha fines carowinds parent company worker injured windseeker ride,-81.2,36,11,3.272727272727273
11390,driver hospitalized after suspected road rage shooting on fwy in inglewood,driver hospitalized suspected road rage shooting fwy inglewood,-81.2,36,11,3.272727272727273
11549,supreme court considers legality of trump administration winding down of daca,supreme court considers legality trump administration winding of daca,-81.2,36,11,3.272727272727273
11644,susquehanna valley school district considers pushing back secondary school start time,susquehanna valley school district considers pushing back secondary school start time,-81.2,36,11,3.272727272727273
12087,charles booker on possibly challenging mitch mcconnell goliath underestimated david ,charles booker possibly challenging mitch mcconnell goliath underestimated david,-81.2,36,11,3.272727272727273
12089,wapo white house infighting flares up ahead of trump impeachment hearings,wapo white house infighting flares ahead trump impeachment hearings,-81.2,36,11,3.272727272727273
12883,record breaking wintry weather in indianapolis could mess with monday commute,record breaking wintry weather indianapolis could mess monday commute,-81.2,36,11,3.272727272727273
12888,community rally planned after senior citizens attacked in san francisco chinatown,community rally planned senior citizens attacked san francisco chinatown,-81.2,36,11,3.272727272727273
13233,cities towns sue i over financially irresponsible lifetime contracts law ,cities towns sue financially irresponsible lifetime contracts law,-81.2,36,11,3.272727272727273
14175,schiff questions taylor on overheard trump sondland call discussing investigations ,schiff questions taylor overheard trump sondland call discussing investigations,-81.2,36,11,3.272727272727273
14305,miami dolphins to attend colin kaepernick workout in atlanta on saturday,miami dolphins attend colin kaepernick workout atlanta saturday,-81.2,36,11,3.272727272727273
14345,officers rescue dogs left outside in freezing temperatures on long island,officers rescue dogs left outside freezing temperatures on long island,-81.2,36,11,3.272727272727273
14357,several tangipahoa parish schools delay start times due to power issues,several tangipahoa parish schools delay start times due power issues,-81.2,36,11,3.272727272727273
14652,wapahani girls basketball eyeing run at first sectional title since season,wapahani girls basketball eyeing run first sectional title since season,-81.2,36,11,3.272727272727273
14653,see food trucks among top scorers in phoenix area restaurant inspections,see food trucks among top scorers phoenix area restaurant inspections,-81.2,36,11,3.272727272727273
14733,mississippi soldier missing in korean war accounted for after almost years,mississippi soldier missing korean war accounted almost years,-81.2,36,11,3.272727272727273
14740,new york names facilities that treated drug resistant fungus candida auris,new york names facilities treated drug resistant fungus candida auris,-81.2,36,11,3.272727272727273
14829,permits for new construction projects demolitions issued in cleveland last week,permits new construction projects demolitions issued in cleveland last week,-81.2,36,11,3.272727272727273
16091,permits for new construction projects demolitions issued in phoenix last week,permits new construction projects demolitions issued phoenix last week,-81.2,36,11,3.272727272727273
16106,robby fabbri producing andreas athanasiou stepping up for resilient red wings,robby fabbri producing andreas athanasiou stepping resilient red wings,-81.2,36,11,3.272727272727273
16373,carrie underwood wears heart of oklahoma diamond ring during cma awards,carrie underwood wears heart oklahoma diamond ring cma awards,-81.2,36,11,3.272727272727273
16464,employees watching impeachment hearings costs employers billion an hour firm says,employees watching impeachment hearings costs employers billion hour firm says,-81.2,36,11,3.272727272727273
16521,jackie macmullan explains different vibe among celtics with kyrie irving gone,jackie macmullan explains different vibe among celtics kyrie irving gone,-81.2,36,11,3.272727272727273
16808,miami dade police close hammocks district station front desk during construction,miami dade police close hammocks district station front desk construction,-81.2,36,11,3.272727272727273
16829,arizona activist accused of guiding migrants further north after border crossing,arizona activist accused guiding migrants north border crossing,-81.2,36,11,3.272727272727273
16841,driver injured charges pending after vehicle crashes into gloucester school bus,driver injured charges pending vehicle crashes gloucester school bus,-81.2,36,11,3.272727272727273
16890,police boy reported missing weeks after he disappeared has returned home,police boy reported missing weeks disappeared returned home,-81.2,36,11,3.272727272727273
16983,off duty winslow prison officer suspected of kidnapping assaulting teen girlfriend,duty winslow prison officer suspected kidnapping assaulting teen girlfriend,-81.2,36,11,3.272727272727273
17310,permits for new construction projects demolitions issued in nashville last week,permits new construction projects demolitions issued nashville last week,-81.2,36,11,3.272727272727273
17338,nike releasing shoe designed for nurses doctors home health care providers,nike releasing shoe designed nurses doctors home health care providers,-81.2,36,11,3.272727272727273
18094,trump crows after hearing says diplomats stumped by impeachable offense question,trump crows hearing says diplomats stumped impeachable offense question,-81.2,36,11,3.272727272727273
18139,fairfield faces difficult firefighter decision which could lead to new levy,fairfield faces difficult firefighter decision could lead new levy,-81.2,36,11,3.272727272727273
18198,orioles home schedule will include weeknight games in april may september,orioles home schedule include weeknight games april may september,-81.2,36,11,3.272727272727273
18249,microsoft ignite in review azure arc hololens edge quantum and teams,microsoft ignite review azure arc hololens edge quantum teams,-81.2,36,11,3.272727272727273
18531,huge housing development eyed near google village in downtown san jose,huge housing development eyed near google village in downtown san jose,-81.2,36,11,3.272727272727273
18891,rutgers university alerts students to be on lookout for aggressive coyote,rutgers university alerts students lookout aggressive coyote,-81.2,36,11,3.272727272727273
18960,one person dead following shooting in grocery store in russell neighborhood,one person dead following shooting grocery store in russell neighborhood,-81.2,36,11,3.272727272727273
19014,greater memphis chamber senior vp of economic development eric miller resigns,greater memphis chamber senior vp economic development eric miller resigns,-81.2,36,11,3.272727272727273
19229,garrett rudolph fight invokes memories of other helmet incidents cowboys involved,garrett rudolph fight invokes memories helmet incidents cowboys involved,-81.2,36,11,3.272727272727273
