text,flesch,words,syllables,label
staggering slightly under their weight he managed to make his way out of the limelight to the edge of the room where ginny was standing next to her new cauldron ,-48.14,21,58,0
 you have these harry mumbled to her tipping the books into the cauldron ,-53.05,6,18,0
 ll buy my own bet you loved that didn you potter said voice harry had no trouble recognizing ,-34.13,13,35,0
he straightened up and found himself face to face with draco malfoy who was wearing his usual sneer ,-81.2,11,36,0
 famous harry potter said malfoy ,-52.04,5,15,0
 can even go into bookshop without making the front page leave him alone he didn want all that said ginny ,-53.65,13,38,0
it was the first time she had spoken in front of harry ,-1.28,5,12,0
she was glaring at malfoy ,-48.99,2,6,0
 potter you ve got yourself girlfriend drawled malfoy ,-52.04,5,15,0
ginny went scarlet as ron and hermione fought their way over both clutching stacks of lockhart books ,-37.99,12,33,0
 oh it you said ron looking at malfoy as if he were something unpleasant on the sole of his shoe ,-53.65,13,38,0
 bet you re surprised to see harry here eh not as surprised as am to see you in shop weasley retorted malfoy ,-45.27,15,42,0
 suppose your parents will go hungry for month to pay for all those ron went as red as ginny ,3.4,11,25,0
he dropped his books into the cauldron too and started toward malfoy but harry and hermione grabbed the back of his jacket ,-60.16,13,39,0
 ron said mr weasley struggling over with fred and george ,-29.9,7,19,0
 what are you doing ,-47.98,1,3,0
it too crowded in here let go outside well well well arthur weasley it was mr malfoy ,-27.37,11,29,0
he stood with his hand on draco shoulder sneering in just the same way ,-33.93,8,22,0
 lucius said mr weasley nodding coldly ,-38.95,6,17,0
 busy time at the ministry hear said mr malfoy ,-12.78,8,20,0
 all those raids ,-47.98,1,3,0
i hope they re paying you overtime he reached into ginny cauldron and extracted from amid the glossy lockhart books very old very battered copy of beginner guide to transfiguration ,-81.34,23,72,0
 obviously not mr malfoy said ,-35.12,5,14,0
 dear me what the use of being disgrace to the name of wizard if they don even pay you well for it mr weasley flushed darker than either ron or ginny ,-35.08,19,50,0
 we have very different idea of what disgraces the name of wizard malfoy he said ,-74.9,9,29,0
 clearly said mr malfoy his pale eyes straying to mr and mrs granger who were watching apprehensively ,-37.0,14,38,0
 the company you keep weasley and thought your family could sink no lower there was thud of metal as ginny cauldron went flying mr weasley had thrown himself at mr malfoy knocking him backward into bookshelf ,-43.04,27,71,0
dozens of heavy spellbooks came thundering down on all their heads there was yell of get him dad from fred or george mrs weasley was shrieking no arthur no the crowd stampeded backward knocking more shelves over gentlemen please please cried the assistant and then louder than all break it up there gents break it up hagrid was wading toward them through the sea of books ,-82.01,44,127,0
in an instant he had pulled mr weasley and mr malfoy apart ,-17.81,7,18,0
mr weasley had cut lip and mr malfoy had been hit in the eye by an encyclopedia of toadstools ,-48.65,10,29,0
he was still holding ginny old transfiguration book ,-54.07,7,21,0
he thrust it at her his eyes glittering with malice ,-72.17,4,13,0
 here girl take your book it the best your father can give you pulling himself out of hagrid grip he beckoned to draco and swept from the shop ,-27.99,21,53,0
 yeh should ve ignored him arthur said hagrid almost lifting mr weasley off his feet as he straightened his robes ,-55.13,14,41,0
 rotten ter the core the whole family everyone knows that no malfoy worth listenin ter bad blood that what it is come on now let get outta here the assistant looked as though he wanted to stop them from leaving but he barely came up to hagrid waist and seemed to think better of it ,-68.51,37,104,0
they hurried up the street the grangers shaking with fright and mrs weasley beside herself with fury ,-40.19,10,28,0
 fine example to set for your children ,-51.02,4,12,0
 brawling in public what gilderoy lockhart must ve thought he was pleased said fred ,-42.75,11,31,0
 didn you hear him as we were leaving ,-35.12,5,14,0
he was asking that bloke from the daily prophet if he be able to work the fight into his report said it was all publicity but it was subdued group that headed back to the fireside in the leaky cauldron where harry the weasleys and all their shopping would be traveling back to the burrow using floo powder ,-68.51,37,104,0
they said good bye to the grangers who were leaving the pub for the muggle street on the other side mr weasley started to ask them how bus stops worked but stopped quickly at the look on mrs weasley face ,-44.07,26,69,0
harry took off his glasses and put them safely in his pocket before helping himself to floo powder ,-31.73,10,27,0
it definitely wasn his favorite way to travel ,-85.88,5,17,0
 the whomping willow the end of the summer vacation came too quickly for harry liking ,-48.65,10,29,0
he was looking forward to getting back to hogwarts but his month at the burrow had been the happiest of his life ,-29.38,17,44,0
it was difficult not to feel jealous of ron when he thought of the dursleys and the sort of welcome he could expect next time he turned up on privet drive ,-55.83,18,52,0
on their last evening mrs weasley conjured up sumptuous dinner that included all of harry favorite things ending with mouthwatering treacle pudding ,-84.06,19,61,0
fred and george rounded off the evening with display of filibuster fireworks they filled the kitchen with red and blue stars that bounced from ceiling to wall for at least half an hour ,-71.49,20,61,0
then it was time for last mug of hot chocolate and bed ,-24.85,6,16,0
it took long while to get started next morning ,-10.75,6,15,0
they were up at dawn but somehow they still seemed to have great deal to do ,-46.7,9,26,0
mrs weasley dashed about in bad mood looking for spare socks and quills people kept colliding on the stairs half dressed with bits of toast in their hands and mr weasley nearly broke his neck tripping over stray chicken as he crossed the yard carrying ginny trunk to the car ,-48.25,36,93,0
harry couldn see how eight people six large trunks two owls and rat were going to fit into one small ford anglia ,-24.41,17,43,0
he had reckoned of course without the special features that mr weasley had added ,-107.96,8,29,0
 not word to molly he whispered to harry as he opened the trunk and showed him how it had been magically expanded so that the luggage fitted easily ,-54.27,17,49,0
when at last they were all in the car mrs weasley glanced into the back seat where harry ron fred george and percy were all sitting comfortably side by side and said muggles do know more than we give them credit for don they she and ginny got into the front seat which had been stretched so that it resembled park bench ,-47.38,40,101,0
 mean you never know it was this roomy from the outside would you mr weasley started up the engine and they trundled out of the yard harry turning back for last look at the house ,-54.57,20,57,0
he barely had time to wonder when he see it again when they were back george had forgotten his box of filibuster fireworks ,-66.2,12,37,0
five minutes after that they skidded to halt in the yard so that fred could run in for his broomstick ,-30.94,12,32,0
they had almost reached the highway when ginny shrieked that she left her diary ,-44.51,8,23,0
by the time she had clambered back into the car they were running very late and tempers were running high ,-27.37,11,29,0
mr weasley glanced at his watch and then at his wife ,-5.73,7,17,0
 molly dear no arthur no one would see this little button here is an invisibility booster installed that get us up in the air then we fly above the clouds ,-61.8,19,56,0
we be there in ten minutes and no one would be any the wiser said no arthur not in broad daylight they reached king cross at quarter to eleven ,-57.92,16,47,0
mr weasley dashed across the road to get trolleys for their trunks and they all hurried into the station ,-42.75,11,31,0
harry had caught the hogwarts express the previous year ,-54.07,7,21,0
the tricky part was getting onto platform nine and three quarters which wasn visible to the muggle eye ,-52.09,12,35,0
what you had to do was walk through the solid barrier dividing platforms nine and ten ,-48.65,10,29,0
it didn hurt but it had to be done carefully so that none of the muggles noticed you vanishing ,-56.1,9,27,0
 percy first said mrs weasley looking nervously at the clock overhead which showed they had only five minutes to disappear casually through the barrier ,-79.15,17,54,0
percy strode briskly forward and vanished ,-35.12,5,14,0
mr weasley went next fred and george followed ,-29.9,7,19,0
 ll take ginny and you two come right after us mrs weasley told harry and ron grabbing ginny hand and setting off ,-10.33,16,38,0
in the blink of an eye they were gone ,-18.2,5,13,0
 let go together we ve only got minute ron said to harry ,-23.36,8,21,0
harry made sure that hedwig cage was safely wedged on top of his trunk and wheeled his trolley around to face the barrier ,-49.29,17,48,0
he felt perfectly confident this wasn nearly as uncomfortable as using floo powder ,-86.81,8,27,0
both of them bent low over the handles of their trolleys and walked purposefully toward the barrier gathering speed ,-61.17,14,42,0
a few feet away from it they broke into run and crash ,-10.75,6,15,0
both trolleys hit the barrier and bounced backward ron trunk fell off with loud thump harry was knocked off his feet and hedwig cage bounced onto the shiny floor and she rolled away shrieking indignantly people all around them stared and guard nearby yelled what in blazes you think you re doing lost control of the trolley harry gasped clutching his ribs as he got up ,-74.87,43,121,0
ron ran to pick up hedwig who was causing such scene that there was lot of muttering about cruelty to animals from the surrounding crowd ,-45.27,15,42,0
 why can we get through harry hissed to ron ,-1.28,5,12,0
 dunno ron looked wildly around ,-52.04,5,15,0
a dozen curious people were still watching them ,-85.88,5,17,0
 we re going to miss the train ron whispered ,-35.12,5,14,0
 don understand why the gateway sealed itself harry looked up at the giant clock with sickening feeling in the pit of his stomach ,-62.19,15,45,0
ten seconds nine seconds ,-29.87,4,11,0
he wheeled his trolley forward cautiously until it was right against the barrier and pushed with all his might ,-58.13,11,33,0
the metal remained solid ,-106.41,3,11,0
three seconds two seconds one second it gone said ron sounding stunned ,-50.44,11,32,0
 the train left ,-6.69,2,5,0
what if mum and dad can get back through to us ,30.53,7,14,0
have you got any muggle money harry gave hollow laugh ,-29.9,7,19,0
 the dursleys haven given me pocket money for about six years ron pressed his ear to the cold barrier ,-34.13,13,35,0
 can hear thing he said tensely ,-29.87,4,11,0
 what re we going to do ,6.39,3,7,0
i don know how long it ll take mum and dad to get back to us they looked around ,-9.79,12,29,0
people were still watching them mainly because of hedwig continuing screeches ,-90.95,10,34,0
 think we better go and wait by the car said harry ,-2.21,8,19,0
 we re attracting too much atten harry said ron his eyes gleaming ,-37.3,9,25,0
 the car what about it we can fly the car to hogwarts but thought we re stuck right ,18.44,7,15,0
and we ve got to get to school haven we ,15.64,5,11,0
and even underage wizards are allowed to use magic if it a real emergency section nineteen or something of the restriction of thingy but your mum and dad said harry pushing against the barrier again in the vain hope that it would give way ,-86.62,31,96,0
 how will they get home they don need the car said ron impatiently ,-33.93,8,22,0
 they know how to apparate ,-91.29,2,7,0
you know just vanish and reappear at home ,-53.05,6,18,0
they only bother with floo powder and the car because we re all underage and we re not allowed to apparate yet ,-58.13,11,33,0
 harry feeling of panic turned suddenly to excitement ,-81.25,6,20,0
 can you fly it no problem said ron wheeling his trolley around to face the exit ,-37.99,12,33,0
 mon let go ,34.59,3,6,0
if we hurry we ll be able to follow the hogwarts express and they marched off through the crowd of curious muggles out of the station and back onto the side road where the old ford anglia was parked ,-58.8,20,58,0
ron unlocked the cavernous trunk with series of taps from his wand ,-37.3,9,25,0
they heaved their luggage back in put hedwig on the back seat and got into the front ,-23.27,10,26,0
 check that no one watching said ron starting the ignition with another tap of his wand ,-48.65,10,29,0
harry stuck his head out of the window traffic was rumbling along the main road ahead but their street was empty ,-40.64,13,36,0
 okay he said ,-48.99,2,6,0
ron pressed tiny silver button on the dashboard ,-23.36,8,21,0
the car around them vanished and so did they ,-51.02,4,12,0
harry could feel the seat vibrating beneath him hear the engine feel his hands on his knees and his glasses on his nose but for all he could see he had become pair of eyeballs floating few feet above the ground in dingy street full of parked cars ,-71.51,32,93,0
 let go said ron voice from his right ,-10.75,6,15,0
and the ground and the dirty buildings on either side fell away dropping out of sight as the car rose in seconds the whole of london lay smoky and glittering below them ,-44.11,21,57,0
then there was popping noise and the car harry and ron reappeared ,-37.3,9,25,0
 uh oh said ron jabbing at the invisibility booster ,-55.08,8,24,0
 it faulty both of them pummeled it ,-50.01,3,9,0
the car vanished ,-48.99,2,6,0
then it flickered back again ,-8.72,4,10,0
 hold on ron yelled and he slammed his foot on the accelerator they shot straight into the low woolly clouds and everything turned dull and foggy ,-44.31,17,47,0
 now what said harry blinking at the solid mass of cloud pressing in on them from all sides ,-16.84,12,30,0
 we need to see the train to know what direction to go in said ron ,-31.73,10,27,0
 dip back down again quickly they dropped back beneath the clouds and twisted around in their seats squinting at the ground ,-59.14,12,36,0
 can see it harry yelled ,-8.72,4,10,0
 right ahead there the hogwarts express was streaking along below them like scarlet snake ,-58.13,11,33,0
 due north said ron checking the compass on the dashboard ,-41.98,7,20,0
 okay we ll just have to check on it every half hour or so hold on and they shot up through the clouds ,-12.78,8,20,0
a minute later they burst out into blaze of sunlight ,-38.95,6,17,0
it was different world ,-21.81,3,8,0
the wheels of the car skimmed the sea of fluffy cloud the sky bright endless blue under the blinding white sun ,-18.88,14,35,0
 all we ve got to worry about now are airplanes said ron ,-23.36,8,21,0
they looked at each other and started to laugh for long time they couldn stop ,-23.36,8,21,0
it was as though they had been plunged into fabulous dream ,-68.96,5,16,0
this thought harry was surely the only way to travel past swirls and turrets of snowy cloud in car full of hot bright sunlight with fat pack of toffees in the glove compartment and the prospect of seeing fred and george jealous faces when they landed smoothly and spectacularly on the sweeping lawn in front of hogwarts castle ,-64.3,40,109,0
they made regular checks on the train as they flew farther and farther north each dip beneath the clouds showing them different view ,-41.73,18,49,0
london was soon far behind them replaced by neat green fields that gave way in turn to wide purplish moors great city alive with cars like multicolored ants villages with tiny toy churches ,-60.34,26,74,0
several uneventful hours later however harry had to admit that some of the fun was wearing off ,-82.49,10,33,0
the toffees had made them extremely thirsty and they had nothing to drink ,-27.9,9,24,0
he and ron had pulled off their sweaters but harry t shirt was sticking to the back of his seat and his glasses kept sliding down to the end of his sweaty nose ,-22.94,18,45,0
he had stopped noticing the fantastic cloud shapes now and was thinking longingly of the train miles below where you could buy ice cold pumpkin juice from trolley pushed by plump witch ,-55.6,23,65,0
why hadn they been able to get onto platform nine and three quarters ,-37.3,9,25,0
 can be much further can it croaked ron hours later still as the sun started to sink into their floor of cloud staining it deep pink ,-37.03,18,48,0
 ready for another check on the train it was still right below them winding its way past snowcapped mountain ,-37.0,14,38,0
it was much darker beneath the canopy of clouds ,-52.04,5,15,0
ron put his foot on the accelerator and drove them upward again but as he did so the engine began to whine ,-65.57,10,31,0
harry and ron exchanged nervous glances ,-52.04,5,15,0
 it probably just tired said ron ,-29.87,4,11,0
 it never been this far before ,-6.69,2,5,0
 and they both pretended not to notice the whining growing louder and louder as the sky became steadily darker ,-61.17,14,42,0
stars were blossoming in the blackness ,-50.01,3,9,0
harry pulled his sweater back on trying to ignore the way the windshield wipers were now waving feebly as though in protest ,-47.34,16,45,0
 not far said ron more to the car than to harry not far now and he patted the dashboard nervously ,-19.68,11,28,0
when they flew back beneath the clouds little while later they had to squint through the darkness for landmark they knew ,-28.35,15,39,0
 there harry shouted making ron and hedwig jump ,-24.85,6,16,0
 straight ahead silhouetted on the dark horizon high on the cliff over the lake stood the many turrets and towers of hogwarts castle ,-57.92,16,47,0
but the car had begun to shudder and was losing speed ,-17.81,7,18,0
 come on ron said cajolingly giving the steering wheel little shake nearly there come on the engine groaned ,-79.3,14,45,0
narrow jets of steam were issuing from under the hood ,-38.95,6,17,0
harry found himself gripping the edges of his seat very hard as they flew toward the lake ,-23.9,12,31,0
the car gave nasty wobble ,-1.28,5,12,0
glancing out of his window harry saw the smooth black glassy surface of the water mile below ,-24.92,14,36,0
ron knuckles were white on the steering wheel ,-52.04,5,15,0
the car wobbled again ,-50.01,3,9,0
 come on ron muttered ,-29.87,4,11,0
they were over the lake the castle was right ahead ron put his foot down ,-29.9,7,19,0
there was loud clunk splutter and the engine died completely ,-54.07,7,21,0
 uh oh said ron into the silence ,-10.75,6,15,0
the nose of the car dropped ,-21.81,3,8,0
they were falling gathering speed heading straight for the solid castle wall ,-48.65,10,29,0
 ivoooooo ron yelled swinging the steering wheel around they missed the dark stone wall by inches as the car turned in great arc soaring over the dark greenhouses then the vegetable patch and then out over the black lawns losing altitude all the time ,-81.16,31,94,0
ron let go of the steering wheel completely and pulled his wand out of his back pocket stop ,-23.9,12,31,0
stop he yelled whacking the dashboard and the windshield but they were still plummeting the ground flying up toward them watch out for that tree harry bellowed lunging for the steering wheel but too late crunch ,-50.17,24,66,0
with an earsplitting bang of metal on wood they hit the thick tree trunk and dropped to the ground with heavy jolt ,-30.96,14,37,0
steam was billowing from under the crumpled hood hedwig was shrieking in terror golf ball sized lump was throbbing on harry head where he had hit the windshield and to his right ron let out low despairing groan ,-49.3,27,73,0
 are you okay harry said urgently ,-29.87,4,11,0
 my wand said ron in shaky voice ,-10.75,6,15,0
 look at my wand it had snapped almost in two the tip was dangling limply held on by few splinters ,-2.75,12,28,0
harry opened his mouth to say he was sure they be able to mend it up at the school but he never even got started ,-24.41,17,43,0
at that very moment something hit his side of the car with the force of charging bull sending him lurching sideways into ron just as an equally heavy blow hit the roof ,-40.88,23,61,0
 what happen ron gasped staring through the windshield and harry looked around just in time to see branch as thick as python smash into it ,-32.33,18,47,0
the tree they had hit was attacking them ,-50.01,3,9,0
its trunk was bent almost double and its gnarled boughs were pummeling every inch of the car it could reach ,-31.48,16,42,0
 aaargh said ron as another twisted limb punched large dent into his door the windshield was now trembling under hail of blows from knuckle like twigs and branch as thick as battering ram was pounding furiously on the roof which seemed to be caving run for it ron shouted throwing his full weight against his door but next second he had been knocked backward into harry lap by vicious uppercut from another branch ,-82.14,51,143,0
 we re done for he moaned as the ceiling sagged but suddenly the floor of the car was vibrating the engine had restarted ,-66.67,13,40,0
 reverse harry yelled and the car shot backward the tree was still trying to hit them they could hear its roots creaking as it almost ripped itself up lashing out at them as they sped out of reach ,-42.38,22,59,0
 that panted ron was close ,-21.81,3,8,0
well done car the car however had reached the end of its tether ,-33.93,8,22,0
with two sharp clunks the doors flew open and harry felt his seat tip sideways next thing he knew he was sprawled on the damp ground ,-12.27,20,47,0
loud thuds told him that the car was ejecting their luggage from the trunk hedwig cage flew through the air and burst open she rose out of it with an angry screech and sped off toward the castle without backward look ,-40.75,30,77,0
then dented scratched and steaming the car rumbled off into the darkness its rear lights blazing angrily ,-42.75,11,31,0
 come back ron yelled after it brandishing his broken wand ,-33.93,8,22,0
 dad ll kill me but the car disappeared from view with one last snort from its exhaust ,-27.62,13,34,0
 can you believe our luck said ron miserably bending down to pick up scabbers ,-48.65,10,29,0
 of all the trees we could ve hit we had to get one that hits back he glanced over his shoulder at the ancient tree which was still flailing its branches threateningly ,-48.14,21,58,0
 come on said harry wearily we better get up to the school ,-33.93,8,22,0
 it wasn at all the triumphant arrival they had pictured ,-93.32,4,14,0
stiff cold and bruised they seized the ends of their trunks and began dragging them up the grassy slope toward the great oak front doors ,-32.33,18,47,0
 think the feast already started said ron dropping his trunk at the foot of the front steps and crossing quietly to look through brightly lit window ,-33.42,20,52,0
 hey harry come and look it the sorting harry hurried over and together he and ron peered in at the great hall ,-40.64,13,36,0
innumerable candles were hovering in midair over four long crowded tables making the golden plates and goblets sparkle ,-85.35,14,46,0
overhead the bewitched ceiling which always mirrored the sky outside sparkled with stars ,-82.49,10,33,0
through the forest of pointed black hogwarts hats harry saw long line of scared looking first years filing into the hall ,-34.36,17,45,0
ginny was among them easily visible because of her vivid weasley hair ,-78.24,7,23,0
meanwhile professor mcgonagall bespectacled witch with her hair in tight bun was placing the famous hogwarts sorting hat on stool before the newcomers ,-84.13,17,55,0
every year this aged old hat patched frayed and dirty sorted new students into the four hogwarts houses gryffindor hufflepuff ravenclaw and slytherin ,-61.8,19,56,0
harry well remembered putting it on exactly one year ago and waiting petrified for its decision as it muttered aloud in his ear ,-89.64,16,53,0
for few horrible seconds he had feared that the hat was going to put him in slytherin the house that had turned out more dark witches and wizards than any other but he had ended up in gryffindor along with ron hermione and the rest of the weasleys ,-52.44,27,74,0
last term harry and ron had helped gryffindor win the house championship beating slytherin for the first time in seven years ,-50.91,15,43,0
a very small mousy haired boy had been called forward to place the hat on his head ,-24.92,14,36,0
harry eyes wandered past him to where professor dumbledore the headmaster sat watching the sorting from the staff table his long silver beard and half moon glasses shining brightly in the candlelight ,-62.95,23,67,0
several seats along harry saw gilderoy lockhart dressed in robes of aquamarine ,-90.95,10,34,0
and there at the end was hagrid huge and hairy drinking deeply from his goblet ,-31.73,10,27,0
 hang on harry muttered to ron ,-1.28,5,12,0
 there an empty chair at the staff table ,-8.72,4,10,0
 where snape professor severus snape was harry least favorite teacher ,-84.3,9,30,0
harry also happened to be snape least favorite student ,-78.24,7,23,0
cruel sarcastic and disliked by everybody except the students from his own house slytherin snape taught potions ,-96.58,11,38,0
 maybe he ill said ron hopefully ,-35.12,5,14,0
 maybe he left said harry because he missed out on the defense against the dark arts job again or he might have been sacked said ron enthusiastically ,-43.99,19,52,0
 mean everyone hates him or maybe said very cold voice right behind them he waiting to hear why you two didn arrive on the school train harry spun around ,-69.93,18,55,0
there his black robes rippling in cold breeze stood severus snape ,-46.7,9,26,0
he was thin man with sallow skin hooked nose and greasy shoulder length black hair and at this moment he was smiling in way that told harry he and ron were in very deep trouble ,-33.53,23,59,0
 follow me said snape ,-50.01,3,9,0
not daring even to look at each other harry and ron followed snape up the steps into the vast echoing entrance hall which was lit with flaming torches ,-41.73,18,49,0
a delicious smell of food was wafting from the great hall but snape led them away from the warmth and light down narrow stone staircase that led into the dungeons ,-59.24,17,50,0
 in he said opening door halfway down the cold passageway and pointing ,-65.5,9,28,0
they entered snape office shivering ,-114.47,4,15,0
the shadowy walls were lined with shelves of large glass jars in which floated all manner of revolting things harry didn really want to know the name of at the moment ,-33.42,20,52,0
the fireplace was dark and empty ,-50.01,3,9,0
snape closed the door and turned to look at them ,-52.04,5,15,0
 so he said softly the train isn good enough for the famous harry potter and his faithful sidekick weasley ,-66.67,13,40,0
wanted to arrive with bang did we boys no sir it was the barrier at king cross it silence said snape coldly ,-34.13,13,35,0
 what have you done with the car ron gulped ,-10.75,6,15,0
this wasn the first time snape had given harry the impression of being able to read minds ,-46.7,9,26,0
but moment later he understood as snape unrolled today issue of the evening prophet you were seen he hissed showing them the headline flying ford anglia mystifies muggles ,-97.42,19,64,0
he began to read aloud two muggles in london convinced they saw an old car flying over the post office tower at noon in norfolk mrs hetty bayliss while hanging out her washing mr angus fleet of peebles reported to police six or seven muggles in all ,-60.94,32,89,0
i believe your father works in the misuse of muggle artifacts office he said looking up at ron and smiling still more nastily ,-69.2,17,52,0
 dear dear his own son harry felt as though he just been walloped in the stomach by one of the mad tree larger branches ,-31.48,16,42,0
if anyone found out mr weasley had bewitched the car he hadn thought of that ,-40.19,10,28,0
 noticed in my search of the park that considerable damage seems to have been done to very valuable whomping willow snape went on ,-73.78,16,50,0
 that tree did more damage to us than we ron blurted out ,-17.81,7,18,0
 silence snapped snape again ,-78.21,3,10,0
 most unfortunately you are not in my house and the decision to expel you does not rest with me ,-65.57,10,31,0
i shall go and fetch the people who do have that happy power ,-4.29,11,26,0
you will wait here harry and ron stared at each other white faced ,-29.9,7,19,0
harry didn feel hungry anymore ,-29.87,4,11,0
he now felt extremely sick ,-8.72,4,10,0
he tried not to look at large slimy something suspended in green liquid on shelf behind snape desk ,-49.09,14,40,0
if snape had gone to fetch professor mcgonagall head of gryffindor house they were hardly any better off ,-65.57,10,31,0
she might be fairer than snape but she was still extremely strict ,-23.36,8,21,0
ten minutes later snape returned and sure enough it was professor mcgonagall who accompanied him ,-104.28,11,39,0
harry had seen professor mcgonagall angry on several occasions but either he had forgotten just how thin her mouth could go or he had never seen her this angry before ,-65.23,18,54,0
she raised her wand the moment she entered harry and ron both flinched but she merely pointed it at the empty fireplace where flames suddenly erupted ,-68.49,16,49,0
 sit she said and they both backed into chairs by the fire ,-17.81,7,18,0
 explain she said her glasses glinting ominously ,-66.16,7,22,0
ron launched into the story starting with the barrier at the station refusing to let them through ,-50.44,11,32,0
 so we had no choice professor we couldn get on the train why didn you send us letter by owl ,-18.5,9,23,0
i believe you have an owl professor mcgonagall said coldly to harry ,-66.16,7,22,0
harry gaped at her ,-6.69,2,5,0
now she said it that seemed the obvious thing to have done ,-54.07,7,21,0
 i didn think that said professor mcgonagall is obvious there was knock on the office door and snape now looking happier than ever opened it ,-74.17,17,53,0
there stood the headmaster professor dumbledore ,-119.72,5,19,0
harry whole body went numb ,15.64,5,11,0
dumbledore was looking unusually grave ,-156.77,4,17,0
he stared down his very crooked nose at them and harry suddenly found himself wishing he and ron were still being beaten up by the whomping willow ,-45.27,15,42,0
there was long silence ,-48.99,2,6,0
then dumbledore said please explain why you did this it would have been better if he had shouted ,-82.49,10,33,0
harry hated the disappointment in his voice ,-114.47,4,15,0
for some reason he was unable to look dumbledore in the eyes and spoke instead to his knees ,-81.2,11,36,0
he told dumbledore everything except that mr weasley owned the bewitched car making it sound as though he and ron had happened to find flying car parked outside the station ,-65.45,22,65,0
he knew dumbledore would see through this at once but dumbledore asked no questions about the car ,-73.51,11,35,0
when harry had finished he merely continued to peer at them through his spectacles ,-50.44,11,32,0
 well go and get our stuff said ron in hopeless sort of voice ,-11.98,11,27,0
 what are you talking about weasley barked professor mcgonagall ,-102.8,5,18,0
 well you re expelling us aren you said ron ,-24.85,6,16,0
harry looked quickly at dumbledore ,-68.96,5,16,0
 not today mr weasley said dumbledore ,-68.96,5,16,0
 but must impress upon both of you the seriousness of what you have done ,-85.88,5,17,0
i will be writing to both your families tonight ,-72.17,4,13,0
i must also warn you that if you do anything like this again will have no choice but to expel you snape looked as though christmas had been canceled ,-57.92,16,47,0
he cleared his throat and said professor dumbledore these boys have flouted the decree for the restriction of underage wizardry caused serious damage to an old and valuable tree surely acts of this nature it will be for professor mcgonagall to decide on these boys punishments severus said dumbledore calmly ,-113.91,35,118,0
 they are in her house and are therefore her responsibility he turned to professor mcgonagall ,-118.53,8,30,0
 must go back to the feast minerva ve got to give out few notices ,-33.93,8,22,0
come severus there a delicious looking custard tart want to sample snape shot look of pure venom at harry and ron as he allowed himself to be swept out of his office leaving them alone with professor mcgonagall who was still eyeing them like wrathful eagle ,-84.73,32,98,0
 you better get along to the hospital wing weasley you re bleeding not much said ron hastily wiping the cut over his eye with his sleeve ,-48.14,21,58,0
 professor wanted to watch my sister being sorted the sorting ceremony is over said professor mcgonagall ,-73.24,12,38,0
 your sister is also in gryffindor oh good said ron ,-29.9,7,19,0
 and speaking of gryffindor professor mcgonagall said sharply but harry cut in professor when we took the car term hadn started so so gryffindor shouldn really have points taken from it should it he finished watching her anxiously ,-70.31,23,69,0
professor mcgonagall gave him piercing look but he was sure she had almost smiled ,-86.81,8,27,0
her mouth looked less thin anyway ,-35.12,5,14,0
 will not take any points from gryffindor she said and harry heart lightened considerably ,-76.23,8,26,0
 but you will both get detention it was better than harry had expected ,-37.3,9,25,0
as for dumbledore writing to the dursleys that was nothing ,-68.96,5,16,0
harry knew perfectly well they just be disappointed that the whomping willow hadn squashed him flat ,-48.65,10,29,0
professor mcgonagall raised her wand again and pointed it at snape desk ,-65.66,8,25,0
a large plate of sandwiches two silver goblets and jug of iced pumpkin juice appeared with pop ,-60.16,13,39,0
 you will eat in here and then go straight up to your dormitory she said ,-44.51,8,23,0
 must also return to the feast when the door had closed behind her ron let out long low whistle ,-23.9,12,31,0
 thought we had it he said grabbing sandwich ,-51.02,4,12,0
 so did said harry taking one too ,-29.87,4,11,0
 can you believe our luck though said ron thickly through mouthful of chicken and ham ,-48.65,10,29,0
 fred and george must ve flown that car five or six times and no muggle ever saw them he swallowed and took another huge bite ,-41.73,18,49,0
 why couldn we get through the barrier harry shrugged ,-5.73,7,17,0
 we ll have to watch our step from now on though he said taking grateful swig of pumpkin juice ,-40.19,10,28,0
 wish we could ve gone up to the feast ,-10.75,6,15,0
 she didn want us showing off said ron sagely ,-5.73,7,17,0
 doesn want people to think it clever arriving by flying car when they had eaten as many sandwiches as they could the plate kept refilling itself they rose and left the office treading the familiar path to gryffindor tower ,-68.96,25,74,0
the castle was quiet it seemed that the feast was over ,-68.96,5,16,0
they walked past muttering portraits and creaking suits of armor and climbed narrow flights of stone stairs until at last they reached the passage where the secret entrance to gryffindor tower was hidden behind an oil painting of very fat woman in pink silk dress ,-72.97,31,91,0
 password she said as they approached ,-52.04,5,15,0
 er said harry ,6.39,3,7,0
they didn know the new year password not having met gryffindor prefect yet but help came almost immediately they heard hurrying feet behind them and turned to see hermione dashing toward them ,-58.8,25,71,0
 there you are ,-48.99,2,6,0
where have you been ,-47.98,1,3,0
the most ridiculous rumors someone said you been expelled for crashing flying car well we haven been expelled harry assured her ,-87.34,12,40,0
 you re not telling me you did fly here said hermione sounding almost as severe as professor mcgonagall ,-93.7,9,31,0
 skip the lecture said ron impatiently and tell us the new password it wattlebird said hermione impatiently but that not the point her words were cut short however as the portrait of the fat lady swung open and there was sudden storm of clapping ,-63.31,30,85,0
it looked as though the whole of gryffindor house was still awake packed into the circular common room standing on the lopsided tables and squashy armchairs waiting for them to arrive ,-84.39,21,67,0
arms reached through the portrait hole to pull harry and ron inside leaving hermione to scramble in after them ,-66.2,12,37,0
